id,description,title
59069,bitte senden Sie mir die Verwaltungsvorschrift(en) bzw. den Kriterienkatalog zu nach denen Ihre Behörde über entsprechende Anträge entscheidet bzw. diese annimmt oder ablehnt. Für Ihre Bemühungen bedanke ich mich schon hier.,Antrag auf Fristverlängerung für die Abgabe der Steuererklärung aufgrund besonderer Lebenslagen
4603,"bitte übersenden Sie mir eine Stellungnahme, Protokolle, Beschlüsse oder Erlässe, warum die Professorinnen und Professoren, die Doktorarbeiten im Rahmen einer Promotion nicht für Betreuungsfehler und fehlerhafte Gutachten belangt werden.

Weiterhin übersenden Sie mir bitte eine Stellungnahme, Protokolle, Beschlüsse oder Erlässe, warum für die Begutachtung und Bewertung von Doktorarbeiten keine
Standards bzw. Bewertungskriterien vorgeschrieben werden und die begutachtenden bzw. bewertenden Professorinnen und Professoren nach persönlichem Empfinden entscheiden.

Vielen Dank.",Doktorväter / -mütter
20761,"- Zahlen zu Flüchtlingskinder, besonders Kinder unter 10 Jahre alt.  Wie viel sie sind, wie viel sind unbegleitet, aus welchen Ländern sie kommen, und gerne mehr Informationen
- Die Name der zuständigen Behörde, wo diese Kinder Unterstützung für Sprachförderung bekommen könnten 
- Welche Programen für Mehrsprachigkeit hat die Landeshauptstadt München? 

WIr sind ein Bund von Ehrenamtliche und Hauptamtliche, die seit mehr als 10 Jahren in der Sprachförderung arbeiten. Seit 3 Jahren begleiten wir ein Projekt für Sprachförderung mit der KIKUS Methode und würden gern dieses Projekt verbreiten. 

Vielen herzlichen Dank im Voraus.",Flüchtlingskinder und Mehrsprachigkeit in München
139874,"An den Landkreis Nordwestmecklenburg

Antrag nach dem IFG M-V

Sehr geehrte Damen und Herren, 

laut einem Online-Artikel der Ostsee-Zeitung vom 10.05.2019 müssen 56.000 Wahlzettel für die 
diesjährige Kreistagswahl neu gedruckt werden:
https://www.ostsee-zeitung.de/Mecklenburg/Grevesmuehlen/Wahlpanne-in-Nordwestmecklenburg-56-000-Stimmzettel-ungueltig

Hierzu bitte ich Sie um Beauskunftung der folgenden Fragen:
1) Wie hoch waren die Druckkosten für die bisherigen, ungültigen Stimmzettel?
2) Wie hoch werden die Druckkosten für die 56.000 neu zu druckenden Stimmzettel sein bzw. gibt es preisliche Abweichungen zum ersten Druckauftrag?
3) Waren für die Erstellung der Stimmzettel interne Mitarbeiter oder externe Unternehmen beauftragt?
4) An welche Druckerei wurde der erste Druckauftrag vergeben? 
5) Ist beim neuen Druckauftrag dieselbe Druckrei gewählt worden?


Für Ihre Mühen bedanke ich mich im Voraus!
_______________________________________________________________________

Dies ist ein Antrag auf Auskunft bzw. Einsicht nach § 1 Informationsfreiheitsgesetz M-V.

Sollte diese Anfrage wider Erwarten keine einfache Anfrage sein, bitte ich Sie darum, mich vorab über den voraussichtlichen Verwaltungsaufwand sowie die voraussichtlichen Kosten für die Akteneinsicht bzw. Aktenauskunft zu informieren.

Ich verweise auf § 11 Abs. 1 Satz 1 IFG M-V und bitte Sie, unverzüglich über den Antrag zu entscheiden. Sollten Sie für diesen Antrag nicht zuständig sein, möchte ich Sie bitten, ihn an die zuständige Behörde weiterzuleiten und mich darüber zu unterrichten.

Ich bitte Sie um eine Antwort in elektronischer Form (E-Mail) sowie um eine Empfangsbestätigung.

Mit freundlichen Grüßen sowie ein schönes Wochenende",Kreistagswahl 2019 - 56.000 ungültige Stimmzettel - Kosten
191752,"1. Dokumente und Verträge die im Zusammenhang mit der Videoplattform Zoom stehen. 

2. Dokumente und Verträge die im Zusammenhang mit der Anwendung DigiExam stehen.",Digitales Studium
182989,"Weshalb gibt es keine Anordnung zur Schliessung von  WfbM's in Rheinland-Pfalz? 
Menschen, die in einer Behindertenwerkstatt beschäftigt sind, gehören i. d. R. zu den besonders Schutzbedürftigen. WfbM's haben schon im Normalbetrieb keine Kontrolle darüber, ob Menschen sich z. B. nach  dem Toilettengang, dem Niesen oder Husten u. ä. die Hände waschen. Besondere Hygiene ist dort nicht möglich. Um Sicherheit, auch in den Abläufen, zu gewährleisten, müssen a l l e WfbM's sich auf verlässliche Rahmenbedingungen stützen können.
Es kann z. B. in Zeiten von Corona nicht sein, das behinderte Menschen, deren Betreuung sicher gestellt ist, telefonisch aufgefordert werden, Sonderurlaub zu nehmen, sollten sie jedoch zur Zeit des Anrufes krank gewesen sein, müssen sie vor dem Sonderurlaub erst nochmals einen Arbeitstag in der Werkstatt anwesend sein - das ist unhaltbar! 

Gerade behinderte Menschen brauchen in allen 
Bereichen (!) ein Stück Rechtssicherheit in Krisenzeiten! 

Ich ersuche Sie, öffentlich konkrete Anweisungen für Behindertenwerkstätten zu erlassen,  so wie es für Schulen, Kindergärten und Tagesförderstätten bereits geschehen ist.

Bitte teilen Sie mir schnellstmöglich mit, weshalb es keine entsprechende Anordnung gibt.","Coronavirus SARS-CoV-2, COVID-19 in Werkstätten für behinderte Menschen"
245271,"Da ich bald meine Abiturprüfungen im Fach Englisch schreibe, und schon die meisten Klausuren geschrieben habe, die im Internet frei zugänglich sind und bereits veröffentlich wurden sowie in den Starkheften zu finden sind, würde ich mich freuen, wenn ich auch die zusätzlichen Altklausuren bekomme. Ich brauche die HT und NT Altklausuren aus den Jahrgängen 2012-2021 für das Fach Englisch (GK und LK). Vielen Dank schonmal im Vorhinein für Ihre Unterstützung.",Abiturprüfungen LK und GK (NT und HT) für die Jahrgänge 2012-2021
138861,"sämtliche Dokumente und Unterlagen, die die Anfrage an und Zusage von Ministerpräsidentin Schwesig zur Schirmherrschaft über den Ärztekongress für Homöpathie zum Inhalt haben.",Anfrage zum Grußwort von Ministerpräsidentin Schwesig auf dem Ärztekongress für Homöpathie
9595,"Sehr geehrte Damen und Herren,

zu wissenschaftlichen Zwecken bitte ich Sie um die Beantwortung der folgenden Fragen zur bundesdeutschen Flüchtlingspolitik (Bezug: ehemaliges Jugoslawien) während der 1990er Jahre:

1. Wie viele Bürger jugoslawischer Herkunft befanden sich im Jahr 1990 in West- und wie viele in Ostdeutschland/ der damaligen DDR? Wie viele im wiedervereinigten Deutschland in den Jahren 1991, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999 und 2000?

2. Stiegen diese Zahlen in Korrelation zu den regionalen, kriegerischen Zäsuren und Ereignissen (Anerkennungspolitik und erste Auseinandersetzung zwischen Serbien mit den abtrünnigen Provinzen Kroatien und Slowenien im Jahr 1990/91, Bosnienkrieg (1992-1995), Kroatienkrieg (1991-1995), post Dayton (14. Dez. 1995) bis 1998, sowie aus dem Kosovo - hier insgesamt während der 1990er Jahre sowie ganz besonders zwischen 1998 und 1999) jeweils nachvollziehbar an?

3. Welche finanziellen Mittel wurden für die Flüchtlingsproblematik durch Deutschland (relativ zum gesamten Bundeshaushalt sowie absolut in DM bzw. Euro) durch die Bundesrepublik aufgebracht und wie entwickelten sich diese über die Jahre (mit der freundlichen Bitte um differenzierte Beantwortung in Analogie zu Fragen 1 und 2)?

4. Wie entwickelte sich die Immigration aus dem ehemaligen Jugoslawien nach Deutschland zahlenmäßig während der Jahre 1990-2000 (relativ und im Vergleich zu der aus allen anderen Regionen dieser Welt sowie absolut)?

5. Bitte spezifizieren Sie die Quellen, Dokumente und Erhebungen (Auftraggeber, ausführende Institution, Repräsentativität und Zeitpunkt der Erhebung) auf die sich Ihre Auskunft stützt.

Ich danke Ihnen sehr herzlich für Ihre Mühe & mit freundlichen Grüßen

",Anfrage zur Migration aus dem ehemaligen Jugoslawien nach Deutschland während der 1990er Jahre
237870,"Jegliche Anträge und oder Schriftverkehr bezüglich Überfluggenehmigungen für den 17.01.2022 bezogen auf UK Royal Air Force Transporte. (Vermutlich beladen mit Gefahrgutladung). Falls keine Flüge direkt der Royal Air Force ausgemacht werden können, dann würde ich mich über Schriftverkehr bezüglich Flüge mit Gefahrgutladung aus Großbritannien am 17.01.2022 freuen.

Hintergrund: Am 17.01.2022 ist um 16:58 GMT in Großbritannien der UK Royal Air Force Transport 6888 Richtung Kiev gestartet (RRR6888). Dieser hat sehr deutlich Deutschen Luftraum gemieden. Ich wüßte gerne, ob dieser Vermeidung Kommunikation mit deutschen Behörden oder Ministerien voranging und würde diese Kommunikation gerne sehen.",Angefallener Schriftverkehr bezüglich Überfluggenehmigungen am 17.01.2022 für Gefahrgutladung der Royal Air Force
9586,Alle Dokumente zu finanziellen Zuschüssen an den IN-City e.V. oder für Projekte an denen der IN-City e.V. beteiligt ist.,Finanzielle Zuschüsse für den IN-City e.V.
233120,"Das Schreiben des BMF an Bundestagspräsidentin Bärbel Bas hinsichtlich der Ausstattung des künftigen Büros von Bundeskanzlerin a.D. Angela Merkel.

Quelle:
https://www.spiegel.de/wirtschaft/soziales/angela-merkel-soll-als-altkanzlerin-ueppig-ausgestattetes-buero-bekommen-a-560a0dba-975a-41e8-85a1-67f77f38208e",Schreiben zur Ausstattung des Büros der künftigen Bundeskanzlerin a.D. Angela Merkel
195446,Laut des Auswärtigen Amts gilt die Provinz Antalya nicht mehr als Risikogebiet..ich habe persönlich mit dem Amt gesprochen. Auf der Internetseite des Rbi wird Die gesamte Türkei aber noch als Risikogebiet ausgeschrieben. Es ist keine Übereinstimmung. Mein Arbeitgeber verweist darauf hin das wir auf eigene Verantwortung in Risiko Gebiete fliegen.Bitte geben sie mir eine Ausssgekräftige Antwort...bitte keine Seite oder Kopie es ist daraus nicht zu erlesen.Biite sagen Sie mir ist Antalya momentan ein Risikogebiet ja oder nein?  Laut einem Telefonat mit dem auswärtigen Amt nein.....laut Robert Koch Institut ja......Es ist sehr wichtig darauf eine Antwort zu erhalten. Das man einen Covid test machen muss weiß ich,Risikogebiet Antalya???
219966,"1. Die jeweilige Anzahl nach Quartal der in den Jahren 2019 und 2020 angezeigten Ordnungswidrigkeiten wegen nicht ausreichendem Seitenabstand zu Fahrradfahrenden in Berlin - jeweils getrennt nach den Tatbestandnummern 105112 und 105113 des Bundeseinheitlichen Tatbestandskatalogs.
2.Die jeweilige Anzahl nach Quartal der in den Jahren 2019 und 2020 eingeleiteten Ordnungswidrigkeitenverfahren wegen nicht ausreichendem Seitenabstand zu Fahrradfahrenden in Berlin - jeweils getrennt nach den Tatbestandnummern 105112 und 105113 des Bundeseinheitlichen Tatbestandskatalogs.
3. Die jeweilige Anzahl nach Quartal der in den Jahren 2019 und 2020 angezeigten Ordnungswidrigkeiten eingestellten Ordnungswidrigkeitenverfahren wegen nicht ausreichendem Seitenabstand zu Fahrradfahrenden in Berlin - jeweils getrennt nach den Tatbestandnummern 105112 und 105113 des Bundeseinheitlichen Tatbestandskatalogs.
4. Soweit vom System ermöglicht die Punkten 1-3  bitte regional je Bezirk aufschlüsseln",Abstandsverstöße Tatbestandsnummer 105112 & 105113 - Daten 2020 und 2019
184593,"Bitten Senden sie mir die Planungsunterlagen für den Umbau der Verkehrsführung an der B70, Kreuzung Pastor-Kersten-Straße in Westoverldingen zu, bedingt durch die Erschließung des Gewerbegebietes in der Lüke-Smidt-Straße.",Planungsunterlagen für den Umbau der Verkehrsführung an der B70
613,"Ich bitte um Übersendung des Gutachtens ""Rechtsfragen im Kontext der Abgeordnetenkorruption"" bevorzugt in einem elektronischen Format.

Bitte beachten Sie dazu auch das kürzlich gesprochene Urteil des Verwaltungsgerichts Berlin (siehe 
http://www.berlin.de/sen/justiz/gerichte/vg/presse/archiv/20111201.1520.363369.html ).

Des Weiteren bitte ich darum, die Veröffentlichung des Gutachtens zu genehmigen.

Ich verweise auf eine Anfrage auf FragDenStaat.de, der Sie Zugang zu den angefragten Dokumenten gewährt haben: https://fragdenstaat.de/anfrage/393","Gutachten ""Rechtsfragen im Kontext der Abgeordnetenkorruption"""
5804,"korrekte und vollständige Liste/Auflistung der Leihgaben, Gemälde, Kunstwerke im Bundespräsidialamt und im Schloss Bellevue (und deren -finanzieller- Wert)","korrekte und vollständige Liste/Auflistung der Leihgaben, Gemälde, Kunstwerke im Bundespräsidialamt und im Schloss Bellevue"
260232,"Bei der Betrachtung ihres Webauftrittes fällt (neben einiger technischer Mängel) auf, dass dieser weder barrierefrei noch in leichter Sprache abrufbar ist. 

Laut § 11 des Gesetzes zur Gleichstellung von Menschen mit Behinderungen in Schleswig-Holstein
(Landesbehindertengleichstellungsgesetz - LBGG), sind öffentlichen Stellen des Landes (zu denen auch Universitäten, Fachhochschulen und Hochschulen gehören s. Artikel 2 Absatz 1 Nummer 4 der Richtlinie 2014/24/EU) dazu verpflichtet, ihre Websites und mobilen Anwendungen, einschließlich der für ihre Beschäftigten bestimmten Angebote im Intranet barrierefrei im Sinne des Artikel 4 der Richtlinie (EU) 2016/2102 zu gestalten.

Diese barrierefreie Gestaltung sollte innerhalb der in Artikel 12 Absatz 3 der Richtlinie (EU) 2016/2102 genannten Fristen erfolgen. Daher bis spätestens zum 23. September 2020 bzw. 23. Juni 2021 für mobile Anwendungen. 

Die angeforderte Information wäre, warum das Landesrecht bzw. Unions-Recht bisher nicht umgesetzt oder angewendet wurde und welche Planungen, Termine oder Fristen ihrerseits betreffend die Entwicklung ihrer Website im betreffenden Bereich oder darüber hinaus vorgesehen sind.",Auskünfte zur Barrierefreiheit der Website (hs-flensburg.de)
170991,"Meine Anfrage lautet,ob der Rechtsanwalt Herr Ingo klee aus Rostock bei Ihnen eingetragen ist,Danke das ist alles",Anfrage über ein Anwalt
284464,"- Beschlussfassung der KSt-Referatsleiter des Bundes und der Länder am 14.-16.09.2021 (KSt/GewSt II/21)
- Fach-Info - Ertragsteuer Ausgabe 17-2021 vom 24.11.2021

Die Dokumente benötige ich für meine eigene Erforschung der historischen Entwicklung des § 12 UmwStG.",Anfrage eines Referatsleiterbeschlusses
16243,"Einen formgerechten Bescheid nach [§§ 37,39 VwVfG] ob Städte, Gemeinde, Landkreise, Bundesländer, Bund, Polizei, Staatsanwaltschaften, Gerichte, Finanzämter, Sozialversicherungen unter [ §1 VwVfG ] fallen.",Auflistung welche Behörden nach § 1VwVfG unterliegen
3554,"Bitte senden Sie mir alle Dokumente zu, die Verträge, Abmachungen mit Unternehmen und Anfragen von Unternehmen enthalten wo es um die Verteilung von Gutscheinen in Schulen, Kitas und sonstigen öffentlichen Bildungseinrichtungen geht.",Gutscheinverteilung in Schulen und Kitas
267839,"Alle Klausuraufgabe des Abiturs im Fach Physik und Mathematik, die bisher zentral gestellt wurden. 

Alle Aufgaben der Haupttermine und alle Aufgaben der Nachschreibtermine.

Vorzugsweise .docx, sonst PDF.
Vielen Dank für Ihre Mühe.",Abituraufgaben Mathematik/Physik - Hamburg
242588,"Abituraufgaben aller Fächer bis einschließlich Abitur 2021, Haupt- und Nachtermine sowie ggf. Nach-Nachtermine, inklusive Erwartungshorizont, Lösungshinweisen und eventuell vorhandenen weiteren Unterlagen, die als Beurteilungsgrundlage dienen.

Ergänzend bitte ich um Veröffentlichung der Aufgaben jährlich zum 1.8. für die jeweils aktuellen Abituraufgaben aller Fächer, idealerweise zentral über den Landesbildungsserver.",Abituraufgaben Haupt- und Nachtermine aller Fächer inkl. Lösungshinweisen
212258,"Wie erklären Sie sich den Anstieg der Sterblichkeit um 6,5 % von 2014 auf 2015? Davon wurde nicht in den Medien berichtet. Die Sterblichkeit von 2019 auf 2020 stieg dagegen nur um 4,6 %.",Sterblichkeit von 2014 auf 2015
255169,mit welchem speziellen Dokument erfolgte an das Statistische Bundesamt die Meldung zur ISCED 2011-Verortung der 18 monatigen schulischen Ausbildung für Fachlehrer außerbehördlicher Teilnehmer (FLAabTn) oberhalb von ISCED 655?,HIBB- Berufliche Schulen
288683,"Sämtliche im Rahmen der kommunalen (Haushalts- / und Rechnungsprüfungs-)Aufsicht bei der die Stadt Aachen beaufsichtigenden Bezirksregierung Köln mutmaßlich vorliegenden Unterlagen, die die Tatsache - und die aus der Tatsache resultierenden Folgen - betreffen, dass die Stadt Aachen seit wohl 20 Jahren keine Rahmenverträge bezüglich Telekommunikationsleistungen mehr ausgeschrieben hat, obwohl sie rechtlich (laut Pressebericht [1]) hierzu eigentlich alle vier Jahre verpflichtet ist.

[1] https://www.aachener-zeitung.de/lokales/aachen/stadt-aachen-zahlt-zu-viel-geld-fuers-telefonieren_aid-97723795",Unterlagen zur Haushaltsführung der Stadt Aachen bei der Vergabe von Telekommunikationsleistungen (Festnetz)
188190,"Übersicht über die Rahmenverträge für Beratungs-, IT- und Schulungsdienstleistungen
(keine Handwerksleistungen)

(soweit nachgeordnete Dienststellen die Berechtigung für eigene Vertragsmöglichkeiten haben, bitte ich um einen entsprechenden Hinweis)",Rahmenverträge
162698,"- Bei wie vielen Rückführungen Frontex unterstützend tätig wurde und aus welchen Herkunftsländern die rückgeführten Personen kamen,
- Welche Kosten die Rückführungen verursacht haben,
- Informationen über die Return Intervention Teams.",Rückführungen - Antrag nach EU-Verordnungen 1049/2001 sowie 1367/2006
283974,das Verzeichnis der Datenverarbeitungstätigkeiten für Durchführung von Streitbeilegungsverfahren nach Art. 30 DSGVO.,Anfrage nach dem Verzeichnis der Datenverarbeitungstätigkeiten für Durchführung von Streitbeilegungsverfahren
257746,"- Wann haben die beiden letzten veterinäramtlichen Kontrollen des Zirkus ""Circus Krone"" in Hamburg stattgefunden?
- Die letzten beiden Kontrollberichte (im Volltext)",Kontrollen von Circus Krone
243159,Liste mit allen Brettspieltiteln der Stadtbücherei Bochum.,Liste mit allen Spieletiteln der Stadtbücherei Bochum
265429,Speisepläne der Kalenderwoche 17 ihrer Anstalt im Jahre 2022 in digitaler Form.,Speisepläne der Kalenderwoche 17
259149,"seit Beginn der Pandemie läßt sich die Landesregierung von Mecklenbirg-Vorpommern von einem Expertenrat beraten. In diesem Expertenrat befanden sich unter anderem folgende Personen:  Dr. Reisinger, Dr. Hübner und Prof. Kadelari. 

Bitte senden Sie mir alle Protokolle der Sitzungen zu, in denen der Expertenrat die Landesregierung seit Beginn der Pandemie beraten hat. Diese mögen bitte nicht nur die Ergebnisse der Sitzungen beinhalten, sondern vor allem die Aussagen der medizinischen Experten und, wenn vorhanden, welche Studien, Daten und Fakten die Experten als Grundlage ihrer Einschätzung herangezogen haben.",Corona Expertenrat
126813,"Antrag nach dem Informationsfreiheitsgesetz NRW

Sehr geehrte Damen und Herren, 

bitte senden Sie mir Folgendes zu:

Informationen zu Zuschüssen und sonstigen Zuwendungen des Landes NRW an die vom MKFFI mitfinanzierte Antidiskriminierungsstelle SABRA für das Jahr 2019, 2018, 2017 ff.

Dies ist ein Antrag nach dem Gesetz über die Freiheit des Zugangs zu Informationen für das Land Nordrhein-Westfalen (Informationsfreiheitsgesetz Nordrhein-Westfalen – IFG NRW)

Ausschlussgründe liegen meines Erachtens nicht vor.

Aus Gründen der Billigkeit und insbesondere auf Grund des Umstands, dass die Auskunft in gemeinnütziger Art der Öffentlichkeit zur Verfügung gestellt werden wird, bitte ich Sie, nach § 2 VerwGebO IFG NRW von der Erhebung von Gebühren abzusehen. 

Sollte die Aktenauskunft Ihres Erachtens gebührenpflichtig sein, bitte ich Sie, mir dies vorab mitzuteilen und dabei die Höhe der Kosten anzugeben.

Ich verweise auf § 5 Abs. 2 IFG NRW und bitte Sie, mir die erbetenen Informationen unverzüglich, spätestens nach Ablauf eines Monats zugänglich zu machen.

Sollten Sie für diesen Antrag nicht zuständig sein, möchte ich Sie bitten, ihn an die zuständige Behörde weiterzuleiten und mich darüber zu unterrichten. Ich widerspreche ausdrücklich der Weitergabe meiner Daten an Dritte. 

Nach §5 Abs. 1 Satz 5 IFG NRW bitte ich Sie um eine Antwort in elektronischer Form (E-Mail).
Ich möchte Sie um Empfangsbestätigung bitten und danke Ihnen für Ihre Mühe!

Mit freundlichen Grüßen",Informationen zu Zuschüssen und sonstigen Zuwendungen des Landes NRW an die vom MKFFI mitfinanzierte Antidiskriminierungsstelle SABRA
253109,"Bitte senden Sie mir die Vorschriften (Rechtsnormen und/oder Verwaltungsvorschriften, aber auch Einsatzregeln der Bundesmarine) des Bundesministeriums der Verteidigung zu, die der Umsetzung von Art. 3 Abs. 2 Hongkong-Konvention dienen.

Nach Art. 3 Abs. 2 Hongkong-Konvention gilt:

“This Convention shall not apply to any warships, naval auxiliary, or other ships owned or
operated by a Party and used, for the time being, only on government non-commercial service. However, each Party shall ensure, by the adoption of appropriate measures not impairing operations or operational capabilities of such ships owned or operated by it, that such ships act in a manner consistent with this Convention, so far as is reasonable and practicable.”",Umsetzung der Hongkong-Konvention durch die Bundeswehr
23664,Ich benötige eine Liste aller WahlLOKALE von der Bundestagswahl 2013 und 2017 für das gesamte Bundesgebiet. Falls möglich in maschinenlesbarer Form.,Ich benötige eine Liste aller WahlLOKALE von der Bundestagswahl 2013 und 2017 für das gesamte Bundesgebiet. Falls möglich in Maschinenlesbarer Form.
199411,"Dokumente zur Neugestaltung der Formulare für Steuererklärungen (z. B. Zeitplanung, Drucksachen, Vortragsfolien, Redebeiträge, Konzeptpapiere, Projektentwürfe, Zielaufstellungen) unter Berücksichtigung der geschlechtsneutralen Sprache. Nennen Sie bitte zudem den zu erwarteten zeitlichen Horizont für diese Maßnahme.

Hintergrund ist Punkt 6b der Antwort auf die „Kleine Anfrage […] der Fraktion der FDP″ in Drucksache 19/18323 [1], welcher die Planung für eine „geschlechterneutrale Ausgestaltung der papiergebundenen Steuererklärungsvordrucke und der Formulare der elektronischen Steuererklärung“ nennt.

[1] https://dip21.bundestag.de/dip21/btd/19/183/1918323.pdf",Neugestaltung der Formulare für Steuererklärungen
26593,"- Eine Übersicht der Überwachungskameras und Überwachungskameraatrappen, die im Umfeld, insbesondere der Eingänge und Zugangsbereiche, der Grundschule Reppenstedt inkl. Turnhalle, sowie der Gellersenhalle und der KVHS installiert sind.
- Stellen Sie bitte für jede dieser Kameras dar, welche Bereiche erfasst werden und wie herannahende Personen über die Videoüberwachung informiert werden.
- Nennen Sie bitte die Rechtsgrundlage, sowie konkrete Begründung zur Installation der Kameras, wie lange und auf welchen Datensystemen Aufnahmen gespeichert werden, sowie das Datum der Installation.",Grundschule Reppenstedt: Videoüberwachung
187306,"Eine aktuelle Liste des Bibliotheksbestandes der Justizvollzugsanstalt Gelnhausen möglichst mit Titel, Autor*in und Erscheinungsjahr. 
Bitte stellen Sie diese Daten in maschinenlesbarer Form (z.B. Excel-Tabelle oder CSV-Datei) zur Verfügung.
Sowie eine Liste der Neuanschaffungen (Bücher) 2019",Liste des Bibliotheksbestandes der Justizvollzugsanstalt Gelnhausen
1734,"Bitte übersenden Sie folgende Informationen zum Abendessen im Bundeskanzleramt anlässlich des 60. Geburtstags von Herrn Ackermann im April 2008:

1. die Gästeliste
2. die Redevorlage(n)
3. die Tisch- und Sitzordnung
4. die Sammelrechnung der Küche, die im zeitlichen Zusammenhang zu dem Abendessen steht

Ich verweise hierbei auf das Urteil des Oberverwaltungsgerichts Berlin-Brandenburg vom 20.03.2012 (OVG 12 B 27.11), siehe z.B. auch: http://www.tagesschau.de/inland/merkelgaesteliste100.html
Ich erwarte Schwärzungen höchstens in dem vom genannten Urteil bestimmten Umfang.

Ich verweise auf eine Anfrage auf FragDenStaat.de, der Sie Zugang zu den angefragten Dokumenten gewährt haben: https://fragdenstaat.de/anfrage/971",Informationen zu Abendessen mit Herrn Ackermann im April 2008
151087,"Die Stellungnahme des BfR zur IARC- Monographie über Glyphosat vom 4. September 2015. Ich verweise darauf, dass das Dokument bereits Arne Semsrott zugänglich gemacht worden ist.

Ich verweise auf eine Anfrage auf FragDenStaat, der Sie Zugang zu den angefragten Dokumenten gewährt haben: https://fragdenstaat.de/a/63147",Stellungnahme des BfR zur IARC- Monographie über Glyphosat
17864,"- Visumhandbuch-Beitrag „Organisation von Visastellen“, Ziff. VIII.","Visumhandbuch-Beitrag „Organisation von Visastellen“, Ziff. VIII."
190260,"Wie hoch waren die Einsparungen im laufenden Geschäftsbetrieb durch die Covid19-Krise vom März bis Mai 2020 für
- den laufenden Geschäftsbetrieb, z.B. für Strom, Wasser, Papier etc. durch die Anordnung / Wahrnehmung von Home Office-Regelungen
- Absage von Veranstaltungen und Dienstreisen
- Einsparungen durch Verringerungen von Wach- und Schutzleistungen
- sonstige Einsparungen 

Dabei reichen mir ungefähre Zahlen, um hier einen Eindruck zu gewinnen.",Einsparungen im Geschäftsbetrieb durch Covid 19
186422,IT-Strategie und Konzept zur Digitalisierung der Serviceleistungen Ihrer Behörde,IT-Strategie und Digitalisierung
189379,"Laut §20 Abs. 2 Nr. 1 SOG LSA ist eine Personalienkontrolle möglich, sobald sich eine Person an einem gefährdeten Ort aufhält. In mehreren Fällen habe ich vernommen, dass die Polizei in Magdeburg willkürlich Personen ohne Verdacht untersucht, die sich nicht an gefährlichen Orten aufhalten (ich beziehe mich dabei auf die Drucksache 7/2759). Ich bitte darum, mir eine aktuelle Liste der gefährlichen Orte in LSA mitzuteilen.","""Gefährliche Orte"" laut §20 Abs. 2 Nr. 1 SOG LSA"
218174,"Standortbescheinigungen Nr.: 064192, 064098, 060990, 061268 und die techn. Datenblätter",Standortbescheinigungen  064192 064098  060990  061268
187993,"Eine aktuelle Liste des Bibliotheksbestandes der Jugendvollzugsanstalt Hameln möglichst mit Titel, Autor*in und Erscheinungsjahr. 
Bitte stellen Sie diese Daten in maschinenlesbarer Form (z.B. Excel-Tabelle oder CSV-Datei) zur Verfügung.",Bibliotheksbestand
193272,"Sämtliche Dokumente, die abweichende Zuständigkeiten von Polizeibehörden im Rheinischen Braunkohlenrevier (also Kreis Düren, Rhein-Erft-Kreis, Rheinkreis Neuss, Kreis Heinsberg) regeln, einschließlicih nicht mehr gültiger Regelungen (zB wegen abgelaufener Befristung), deren Gültigkeitsbereich ganz oder teilweise nach dem 1.1.2018 lag oder liegt.",Zuständigkeit der Polizei im Rheinischen Braunkohlenrevier
210356,"- Aufzeichnungen, Emails, Unterlagen und Notizen über Kommunikation des BSI mit dem ITZBund, in denen das BSI Aussagen über eine Veröffentlichung des Government Site Builders (GSB) und dessen Quellcode getroffen hat.

Hintergrund der Anfrage ist, dass nach Auskunft des ITZBund eine Veröffentlichung des GSB als FOSS nicht möglich sei, weil das BSI dies so gesagt habe.",IFG-Antrag: Kommunikation mit ITZBund
242239,"Den Schaltungsplan für die Fußgängerampel an der Tangstedter Landstraße beim Eingangsbereich des Krankenhauses Heidberg Nord bei der gleichnamigen Bushaltestelle.

Nach welchen Kriterien schaltet diese Ampel nach wie viel Sekunden auf grün? 
Wie lange ist diese für Fußgänger auf grün geschaltet?
Nach welchen Maßstäben wurden die o.g. Kriterien erlassen?",Schaltungszyklus Fußgängerampel Krankenhaus Heidberg Nord / Tangstedter Landstraße
150142,"ich würde gerne Wissen ob, bei einer  nicht absehbaren Wartezeit beim Kunden, das Kontrollgerät auf Arbeitszeit oder auf Schichtzeit gesetzt werden muss.",Arbeitszeit oder Schichtzeit
